codeCI,codeCH,libelleCI,XLambert93,YLambert93
471235	,	SC	,	Avessac	,"	322435,225	","	6740865,183"
212423	,	BV	,	Beinheim	,"	1072275,177	","	6875778,471"
193672	,	00	,	Herbitzheim	,"	998331,426	","	6887042,929"
174003	,	BF	,	Châlons-en-Champagne	,"	798998,372	","	6873228,099"
174003	,	TR	,	Châlons-en-Champagne	,"	797999,787	","	6874357,292"
353599	,	00	,	St-Martin-du-Touch	,"	568469,883	","	6279223,64"
765008	,	RF	,	Avignon	,"	845489,348	","	6317539,925"
765008	,	BV	,	Avignon	,"	844938,077	","	6317483,151"
694000	,	CL	,	Le Creusot	,"	809760,569	","	6634257,53"
694000	,	EP	,	Le Creusot	,"	809673,073	","	6632853,889"
721431	,	CV	,	L'Arbresle	,"	825468,32	","	6526819,468"
721431	,	00	,	L'Arbresle	,"	825673,764	","	6527259,762"
111047	,	WB	,	Athus	,"	903694,718	","	6942358,332"
722025	,	4T	,	Lyon-Perrache-Voyageurs	,"	841463,945	","	6518525,005"
722025	,	21	,	Lyon-Perrache-Voyageurs	,"	841595,092	","	6518387,789"
722025	,	P1	,	Lyon-Perrache-Voyageurs	,"	841627,666	","	6518361,65"
192088	,	FA	,	Woippy	,"	930310,326	","	6901937,779"
411462	,	68	,	Sommery	,"	587034,671	","	6948841,732"
571828	,	31	,	Langeais	,"	506105,217	","	6695648,41"
413203	,	RO	,	Le Havre-Graville (IE)	,"	494632,101	","	6936530,379"
641050	,	00	,	Louroux-de-Bouble	,"	698835,058	","	6569358,342"
212142	,	00	,	Mommenheim	,"	1041099,772	","	6860640,924"
182139	,	BV	,	St-Louis (Haut-Rhin)	,"	1042135,93	","	6730969,589"
615773	,	ES	,	Luc-Primaube	,"	660644,738	","	6353981,018"
611368	,	51	,	Saverdun	,"	586515,848	","	6237823,574"
381137	,	BV	,	Asnières-sur-Seine	,"	647512,648	","	6867517,512"
683318	,	1B	,	St-Florentin-Vergigny	,"	748397,193	","	6764588,076"
296467	,	RF	,	Origny-Ste-Benoite	,"	734970,136	","	6971205,938"
611129	,	00	,	Labarthe-Inard	,"	525018,455	","	6225231,274"
742320	,	P1	,	St-Jean-de-Maurienne-Arvan	,"	963783,664	","	6469345,688"
742320	,	I1	,	St-Jean-de-Maurienne-Arvan	,"	915136,71	","	6530925,552"
742320	,	IT	,	St-Jean-de-Maurienne-Arvan	,"	915136,71	","	6530925,552"
761684	,	A2	,	St-Hilaire-St-Nazaire	,"	879101,107	","	6449592,427"
761684	,	A1	,	St-Hilaire-St-Nazaire	,"	875627,222	","	6444400,042"
142109	,	BV	,	Lorraine-TGV	,"	932364,905	","	6876673,142"
192724	,	00	,	Hatrize	,"	911836,603	","	6903101,754"
745414	,	A1	,	Valleiry	,"	928578,945	","	6560738,64"
745414	,	A2	,	Valleiry	,"	929434,8	","	6561063,758"
399022	,	BT	,	Poste 14 St-Léger	,"	608582,081	","	6814865,246"
276220	,	1M	,	Villiers-le-Bel-Gonesse	,"	659257,598	","	6879148,397"
713339	,	PS	,	Villers-les-Pots	,"	877246,002	","	6682255,458"
713339	,	RF	,	Villers-les-Pots	,"	877703,204	","	6681122,428"
722249	,	00	,	Irigny	,"	842611,591	","	6511817,865"
381079	,	GA	,	Bois-Colombes	,"	646800,915	","	6868272,56"
611707	,	EM	,	Escalquens	,"	580494,106	","	6272194,433"
743674	,	00	,	Lézat	,"	924978,078	","	6603663,119"
597112	,	00	,	Chabenet	,"	585924,412	","	6615281,267"
381855	,	SC	,	Argenteuil-Triage	,"	643547,636	","	6872447,394"
381855	,	B6	,	Argenteuil-Triage	,"	643513,161	","	6872496,062"
381855	,	P2	,	Argenteuil-Triage	,"	645302,429	","	6872889,099"
684217	,	BV	,	Souppes-Château-Landon	,"	680305,304	","	6786858,262"
611467	,	BV	,	Colomiers	,"	565494,931	","	6279684,727"
485524	,	SP	,	Pamproux	,"	469086,52	","	6593792,346"
172627	,	EP	,	Monthois	,"	824539,047	","	6915243,984"
641472	,	00	,	Mont-Dore	,"	684781,818	","	6497816,669"
595702	,	00	,	Les Versannes	,"	531478,721	","	6445526,523"
384008	,	PL	,	Paris-St-Lazare	,"	649930,658	","	6865297,697"
172759	,	BV	,	Mouzon	,"	849620,967	","	6946947,25"
207126	,	RV	,	Poste 56 Lapalud	,"	835636,587	","	6354893,686"
394015	,	BV	,	Lucé	,"	585584,928	","	6816279,539"
193250	,	MR	,	Béning	,"	979974,09	","	6900205,689"
276865	,	00	,	Rethondes	,"	693477,473	","	6924089,017"
485581	,	EI	,	Benet	,"	423633,204	","	6593315,113"
782607	,	00	,	Clermont-La Pardieu	,"	710437,552	","	6518598,194"
582403	,	EZ	,	Gazinet-Cestas	,"	406500,589	","	6414337,32"
193664	,	P3	,	Kalhausen	,"	1000978,52	","	6889121,521"
119008	,	00	,	ITE Froger	,"	402405,716	","	6668053,412"
723494	,	VU	,	St-André-le-Gaz	,"	897336,209	","	6496560,656"
141036	,	EF	,	Foug	,"	905519,193	","	6845757,632"
438218	,	C1	,	Chamiers	,"	517885,828	","	6457374,221"
486019	,	TR	,	La Roche-sur-Yon	,"	361069,231	","	6628739,475"
486019	,	BV	,	La Roche-sur-Yon	,"	361069,744	","	6628677,578"
142554	,	RF	,	Châtillon-sur-Seine	,"	817761,158	","	6753946,262"
386425	,	BV	,	Maisons-Laffitte	,"	637354,424	","	6872074,588"
691949	,	00	,	Bidos	,"	406631,671	","	6237779,408"
411926	,	PC	,	Rouen-Rive-Gauche (IE)	,"	562063,644	","	6927179,274"
723734	,	BV	,	St-André-de-Corcy	,"	851003,755	","	6538117,499"
354027	,	SJ	,	Poste 66 Crisenoy	,"	675250,523	","	6831885,889"
271510	,	VS	,	Villeparisis	,"	652631,011	","	6867509,731"
682252	,	00	,	Thomery	,"	682405,798	","	6810482,738"
215152	,	C9	,	Arzviller	,"	1010148,642	","	6854995,875"
681486	,	EP	,	Maisse	,"	654897,868	","	6809511,727"
718387	,	00	,	Moulin-Rouge	,"	897384,749	","	6674627,788"
172171	,	BV	,	Poix-Terron	,"	818259,414	","	6951387,898"
317610	,	EP	,	Beau-Marais	,"	624250,742	","	7094926,695"
615245	,	00	,	Tessonnières	,"	614696,199	","	6314979,233"
171611	,	00	,	Val-de-Vesle (Marne)	,"	789117,036	","	6898283,853"
755306	,	BV	,	La Garde	,"	945102,535	","	6229047,96"
242743	,	RP	,	Raccordement Pagny-Vandières	,"	919807,322	","	6878686,934"
575134	,	PB	,	Ingrandes-sur-Vienne	,"	515583,003	","	6645756,441"
575498	,	25	,	Lathus	,"	544621,55	","	6581402,657"
672444	,	00	,	Autevielle	,"	377738,45	","	6263793,925"
672444	,	16	,	Autevielle	,"	378855,231	","	6262224,848"
575399	,	LO	,	Trogues	,"	510033,516	","	6670997,14"
726109	,	00	,	L'Etang-Les Sablons T13	,"	631715,378	","	6863998,688"
393132	,	LO	,	Versailles-Matelots	,"	633577,344	","	6855429,361"
393132	,	MR	,	Versailles-Matelots	,"	633109,787	","	6855469,728"
131961	,	BV	,	Brion-Montréal-la-Cluse	,"	897338,616	","	6567181,737"
643114	,	TI	,	Poste 79 Louvigné-de-Bais	,"	378057,757	","	6782163,142"
681007	,	BV	,	Corbeil-Essonnes	,"	661210,033	","	6835004,372"
487330	,	00	,	La Meilleraie (Vendée)	,"	405083,319	","	6634098,119"
419002	,	LO	,	Acquigny	,"	567259,101	","	6898327,064"
586263	,	EZ	,	Lectoure	,"	509550,845	","	6315567,677"
276659	,	00	,	Frépillon	,"	641304,245	","	6883208,379"
313445	,	00	,	Marcelcave	,"	669930,963	","	6972787,347"
723585	,	00	,	Meximieux-Pérouges	,"	870046,915	","	6535917,809"
391532	,	1T	,	Vanves-Malakoff	,"	648341,496	","	6858141,916"
722306	,	P3	,	Badan	,"	838125,486	","	6502063,651"
722306	,	FA	,	Badan	,"	839320,741	","	6501898,14"
722298	,	00	,	Le Sablon	,"	840015,19	","	6502475,676"
149971	,	EP	,"	Km 8,3	","	715662,497	","	6652994,297"
718106	,	00	,	Montferrand-Thoraise	,"	920129,062	","	6680104,234"
207779	,	00	,	ITE La Gauloise	,"	849592,137	","	6321925,919"
752725	,	ES	,	Marseille-Maritime-Mourepiane	,"	890500,685	","	6252992,668"
586818	,	EV	,	Condom	,"	488246,334	","	6325402,336"
637082	,	32	,	Poste 32 Steinbourg	,"	1009121,251	","	6860955,062"
643072	,	CV	,	Poste 76 Argentré	,"	431030,688	","	6779463,225"
386680	,	GA	,	Les Mureaux	,"	620941,337	","	6877706,917"
386680	,	GS	,	Les Mureaux	,"	621126,605	","	6877782,86"
386680	,	AI	,	Les Mureaux	,"	618807,196	","	6876728,448"
747675	,	00	,	St-Julien-en-Beauchêne	,"	914726,595	","	6394611,877"
545475	,	00	,	Égly	,"	642629,758	","	6831638,027"
574756	,	LO	,	Thoré-la-Rochette	,"	547412,448	","	6743648,21"
411256	,	BV	,	Malaunay-Le Houlme	,"	557994,15	","	6936649,581"
761981	,	CH	,	Lumio	,"	1176917,131	","	6180234,801"
761981	,	CM	,	Lumio	,"	1174567,69	","	6178886,071"
317263	,	EP	,	Calais-Ville	,"	621208,021	","	7094234,614"
174342	,	SS	,	Favresse	,"	819843,761	","	6848147,192"
762906	,	00	,	Lyon-St-Exupéry-TGV	,"	861454,424	","	6515606,056"
673004	,	P1	,	Bayonne	,"	337428,665	","	6277484,723"
673004	,	TR	,	Bayonne	,"	337651,136	","	6277232,617"
712331	,	00	,	Velars	,"	845597,789	","	6693629,889"
722009	,	21	,	Lyon-Perrache-Marchandises	,"	841317,39	","	6517312,402"
860841	,	00	,	L'Île-Rousse	,"	1187002,616	","	6189127,373"
775064	,	BF	,	Manduel-Redessan	,"	820081,489	","	6303739,487"
381574	,	FP	,	Issou-porcheville	,"	612649,232	","	6876485,51"
784793	,	00	,	Mont-Louis-La Cabanasse	,"	627006,642	","	6156203,449"
381459	,	EB	,	Conflans-Fin-d'Oise	,"	632514,441	","	6875977,255"
929281	,	PL	,	Lavalduc	,"	858317,666	","	6266653,984"
746776	,	00	,	Les Pélerins	,"	998110,245	","	6542017,695"
721761	,	00	,	Chessy	,"	825821,987	","	6533044,255"
710749	,	PS	,	Poste 87 Moncley	,"	921345,708	","	6693095,547"
643098	,	SG	,	Poste 78 St-Cyr-le-Gravelais	,"	405400,073	","	6777595,973"
212076	,	XD	,	Strasbourg-Port-du-Rhin	,"	1053953,422	","	6841365,345"
486316	,	BV	,	Fougeré	,"	376644,532	","	6626999,001"
756890	,	00	,	Viévola	,"	1065059,037	","	6345370,347"
756890	,	XI	,	Viévola	,"	1065352,051	","	6349906,743"
576264	,	EL	,	La Chapelle-St-Ursin-Morthomie	,"	647009,822	","	6661153,707"
784447	,	BS	,	Caudiès	,"	648668,051	","	6190330,407"
287102	,	00	,	Lezennes	,"	707065,737	","	7058175,585"
645655	,	00	,	Condat-St-Amandin	,"	676840,097	","	6469746,029"
271320	,	BV	,	La Courneuve-Dugny	,"	656866,165	","	6871690,235"
753202	,	00	,	St-Chamas	,"	864904,039	","	6274571,376"
212068	,	BV	,	Strasbourg-Neudorf	,"	1049762,575	","	6840408,651"
171579	,	A2	,	Avenay	,"	776545,064	","	6887073,201"
387209	,	RF	,	Prey	,"	569648,243	","	6874638,606"
316679	,	00	,	Pihen	,"	614372,921	","	7086982,127"
571513	,	02	,	La Membrolle-sur-Choisille	,"	522055,329	","	6711129,754"
721779	,	00	,	Le Breuil (Rhône)	,"	823399,544	","	6534179,296"
144881	,	RF	,	Fraize	,"	997373,851	","	6794401,278"
597021	,	00	,	Chéry-Lury	,"	627803,721	","	6669738,328"
613240	,	00	,	Auzits-Aussibals	,"	647130,724	","	6377371,221"
641274	,	BV	,	Laqueuille	,"	676928,588	","	6505112,402"
471300	,	BV	,	Redon	,"	318271,17	","	6740237,28"
584607	,	00	,	St-Médard-de-Guizières	,"	459914,467	","	6439776,447"
762963	,	BG	,	Poste 44 Grenay	,"	861417,978	","	6508812,315"
116145	,	BV	,	Flamboin-Gouaix	,"	721790,71	","	6819180,338"
753509	,	EP	,	Martigues	,"	862587,132	","	6257181,594"
271783	,	94	,	Vierzy	,"	720696,987	","	6910312,955"
594259	,	EP	,	Ussac	,"	581777,007	","	6454575,088"
314971	,	BM	,	Poste 72 Redessan	,"	820400,085	","	6303604,631"
611434	,	EG	,	Lacourtensourt	,"	571424,576	","	6287697,89"
584615	,	EP	,	St-Seurin-sur-l'Isle	,"	466683,607	","	6438832,039"
584615	,	ES	,	St-Seurin-sur-l'Isle	,"	462370,575	","	6439315,323"
241760	,	MR	,	Triangle d'Ostricourt	,"	701095,981	","	7038580,546"
595298	,	C2	,	Mussidan	,"	490937,77	","	6440267,462"
595298	,	00	,	Mussidan	,"	491657,165	","	6440746,873"
141002	,	JN	,	Nancy-Ville	,"	933001,937	","	6849615,483"
141002	,	AO	,	Nancy-Ville	,"	933475,294	","	6848201,196"
594226	,	00	,	Estivaux	,"	580391,945	","	6470057,846"
116582	,	BV	,	Château-Thierry	,"	729959,324	","	6882071,142"
175042	,	AE	,	Bar-le-Duc	,"	859841,84	","	6854171,824"
746008	,	P2	,	Annecy	,"	942059,506	","	6538439,85"
746008	,	BV	,	Annecy	,"	941974,148	","	6538398,275"
611798	,	00	,	Monferran	,"	536302,657	","	6281797,514"
576223	,	00	,	Chabris	,"	597611,207	","	6684743,726"
743302	,	A1	,	Ceyzériat	,"	879231,323	","	6567900,203"
444083	,	00	,	Le Molay-Littry	,"	417453,517	","	6912450,494"
175786	,	00	,	Eix-Abaucourt	,"	883529,076	","	6902022,74"
726752	,	00	,	Semène	,"	795911,794	","	6476989,354"
575480	,	EC	,	Montmorillon	,"	537846,472	","	6591078,288"
762948	,	41	,	Miribel LGV	,"	851942,772	","	6530675,627"
113746	,	BV	,	Nogent-Le Perreux	,"	662868,256	","	6859958,594"
313619	,	BV	,	Bresles	,"	645487,24	","	6924212,837"
575043	,	SP	,	Villeperdue	,"	521247,27	","	6682348,104"
741744	,	00	,	Pomblière-St-Marcel	,"	978090,856	","	6495520,747"
004630	,	00	,	Carré 118	,"	912126,537	","	6664424,621"
683201	,	00	,	Étigny-Véron	,"	721579,027	","	6782057,24"
271361	,	BB	,	Bry-sur-Marne	,"	664473,185	","	6858379,333"
545129	,	DV	,	Guillerval	,"	631086,515	","	6809465,654"
762187	,	00	,	Vizzavona	,"	1207576,427	","	6133958,024"
182055	,	00	,	Mulhouse-Dornach	,"	1022294,694	","	6747482,716"
345546	,	BF	,	Maurois	,"	732827,188	","	6996191,042"
682443	,	00	,	Vulaines-sur-Seine-Samoreau	,"	681733,833	","	6814504,919"
485193	,	32	,	Aigrefeuille-Le Thou	,"	386361,032	","	6567248,121"
485193	,	21	,	Aigrefeuille-Le Thou	,"	394968,195	","	6562436,731"
581835	,	00	,	Villenave-d'Ornon	,"	419402,382	","	6414023,112"
184820	,	RF	,	Pont-de-Roide	,"	984076,129	","	6704871,103"
118257	,	S1	,	Vendeuvre (Aube)	,"	806752,133	","	6793888,47"
696260	,	V5	,	Saincaize	,"	705279,713	","	6646281,642"
694109	,	AS	,	Le Creusot-Montceau-Montchanin	,"	814547,409	","	6630017,681"
571240	,	DP	,	St-Pierre-des-Corps 	,"	526750,557	","	6699710,387"
571240	,	RS	,	St-Pierre-des-Corps 	,"	531899,582	","	6701375,332"
571240	,	TD	,	St-Pierre-des-Corps 	,"	526750,557	","	6699710,387"
715441	,	00	,	Morez	,"	931694,663	","	6607362,758"
295063	,	BV	,	Hirson	,"	777948,614	","	6980050,558"
295063	,	GC	,	Hirson	,"	768952,704	","	6995491,559"
286781	,	00	,	Cysoing	,"	714889,397	","	7051680,61"
546002	,	29	,	Rungis (MIN)	,"	653167,657	","	6849555,619"
171462	,	S6	,	Bazancourt	,"	784908,87	","	6917575,981"
671230	,	EA	,	Ampèrevielle	,"	464246,909	",	6239246
694422	,	00	,	St-André-en-Terre-Plaine	,"	779730,176	","	6708652,603"
734533	,	00	,	Giroux	,"	745963,051	","	6510666,945"
473207	,	RF	,	Guingamp	,"	246677,335	","	6845920,42"
212118	,	RN	,	Vendenheim	,"	1037465,252	","	6854994,914"
278259	,	BF	,	Arlac	,"	413798,969	","	6419307,724"
313353	,	00	,	Tricot	,"	669710,864	","	6940277,934"
741009	,	AN	,	Chambéry-Challes-les-Eaux	,"	927341,958	","	6501661,368"
741009	,	EV	,	Chambéry-Challes-les-Eaux	,"	925760,239	","	6501244,605"
741009	,	DP	,	Chambéry-Challes-les-Eaux	,"	927508,05	","	6501431,662"
765701	,	RJ	,	Jonquières	,"	821779,043	","	6302735,926"
381418	,	RF	,	Eragny-Neuville	,"	633320,701	","	6879975,548"
381418	,	ER	,	Eragny-Neuville	,"	634583,391	","	6881483,08"
393553	,	SG	,	Nonancourt	,"	569279,599	","	6853286,637"
295048	,	00	,	Fourmies	,"	775600,985	","	6991250,513"
297283	,	BV	,	Vauxaillon	,"	729713,493	","	6930615,804"
485102	,	00	,	Angoulins-sur-Mer	,"	382248,48	","	6564744,147"
742007	,	AG	,	Modane	,"	985692,531	","	6461205,494"
721175	,	BV	,	Lyon-Gorge-de-Loup	,"	840239,234	","	6520085,713"
645465	,	00	,	St-Jacques	,"	677457,197	","	6438597,185"
172544	,	ST	,	Liart	,"	793161,182	","	6967526,147"
172544	,	BV	,	Liart	,"	796258,981	","	6964306,153"
396358	,	00	,	Voivres	,"	482382,356	","	6762902,501"
763508	,	00	,	Montdauphin-Guillestre	,"	986456,936	","	6403832,907"
694406	,	00	,	Maison-Dieu (Yonne)	,"	776883,029	","	6711893,37"
393322	,	50	,	Pont-du-Garigliano H. Pompidou	,"	646767,503	","	6860675,208"
393322	,	TI	,	Pont-du-Garigliano H. Pompidou	,"	646317,34	","	6859848,74"
581017	,	LO	,	Bordeaux-Bastide	,"	419103,964	","	6422530,639"
723791	,	EP	,	Servas-Lent	,"	867037,199	","	6560735,976"
723759	,	BV	,	Villars-les-Dombes	,"	856947,386	","	6546961,364"
775221	,	00	,	Chamborigaud	,"	778140,465	","	6356184,454"
396473	,	RF	,	La Flèche	,"	468067,895	","	6737673,712"
584532	,	00	,	Les Églisottes	,"	460628,35	","	6448504,919"
295055	,	00	,	Anor	,"	778449,349	","	6987926,666"
575183	,	IC	,	La Tricherie	,"	504995,713	","	6628703,168"
741199	,	00	,	Ste-Hélène-du-Lac	,"	937413,483	","	6491039,25"
773457	,	BV	,	Baillargues	,"	781238,298	","	6284306,463"
672451	,	ES	,	Sauveterre-de-Béarn	,"	379609,969	","	6262803,01"
712182	,	SS	,	Neuilly-lès-Dijon	,"	859847,962	","	6688833,61"
726885	,	00	,	Montrond-les-Bains	,"	797298,865	","	6505753,679"
486308	,	00	,	La Chaize-le-Vicomte	,"	372820,217	","	6628507,335"
761650	,	00	,	Romans-Bourg-de-Péage	,"	861350,918	","	6440954,709"
761650	,	CP	,	Romans-Bourg-de-Péage	,"	862332,627	","	6440896,916"
478545	,	SI	,	Neau	,"	440697,847	","	6789466,31"
313437	,	S1	,	Villers-Bretonneux	,"	663825,526	","	6974889,954"
313437	,	00	,	Villers-Bretonneux	,"	665575,053	","	6973866,714"
491217	,	BV	,	Cavignac	,"	434074,275	","	6450812,834"
444588	,	SI	,	Le Merlerault	,"	499399,672	","	6848023,362"
645218	,	00	,	St-Illide	,"	642834,573	","	6439224,79"
594671	,	00	,	Lubersac	,"	574060,338	","	6484073,236"
645168	,	00	,	Maurs	,"	636621,269	","	6401092,882"
741769	,	00	,	Aime-La Plagne	,"	984410,168	","	6501535,114"
571802	,	EL	,	La Chapelle-sur-Loire	,"	489964,187	","	6687279,724"
611608	,	00	,	St-Paul-St-Antoine	,"	588909,515	","	6203164,447"
313221	,	GP	,	Ailly-sur-Noye	,"	653793,506	","	6960995,259"
741496	,	00	,	Les Abrets-Fitilieu	,"	900941,242	","	6496916,11"
575035	,	V2	,	Monts (Indre-et-Loire)	,"	523095,477	","	6691111,322"
586586	,	00	,	Fumel	,"	538540,646	","	6379482,711"
431791	,	00	,	Rougemont-Chanteloup	,"	664478,698	","	6870212,066"
184424	,	00	,	Morvillars	,"	995877,532	","	6723962,156"
141820	,	FO	,	Pont-à-Mousson	,"	924049,03	","	6870026,493"
141820	,	BV	,	Pont-à-Mousson	,"	923591,575	","	6871008,903"
574194	,	V3	,	Mer (Loir-et-Cher)	,"	588103,755	","	6735107,106"
574194	,	EP	,	Mer (Loir-et-Cher)	,"	585476,333	","	6733245,238"
316125	,	00	,	Thézy-Glimont	,"	659365,281	","	6968247,731"
296269	,	00	,	Bohain	,"	731777,016	","	6987863,461"
734723	,	00	,	Vorey	,"	771536,815	","	6454257,833"
194209	,	PK	,	Montmédy	,"	872679,851	","	6938569,84"
757526	,	BV	,	St-Raphaël-Valescure	,"	1005231,291	","	6265600,51"
757526	,	P1	,	St-Raphaël-Valescure	,"	1004731,648	","	6265906,129"
751404	,	BV	,	Aix-en-Provence	,"	897735,086	","	6272354,904"
276386	,	00	,	Sarcelles-St-Brice	,"	653787,447	","	6877439,066"
140228	,	00	,	ITE Ciments Français	,"	839084,926	","	6395598,461"
545277	,	EM	,	Villeneuve-le-Roi	,"	657736,681	","	6848002,267"
393033	,	BV	,	Invalides	,"	649630,192	","	6862770,312"
276170	,	00	,	St-Gratien	,"	647658,014	","	6874006,628"
613315	,	00	,	Cieurac (Lot)	,"	580092,395	","	6364003,986"
478099	,	00	,	La Gouesnière-Cancale	,"	338594,298	","	6846134,301"
382473	,	00	,	L'Étang-la-Ville	,"	632278,954	","	6863511,37"
592519	,	00	,	Mavaleix	,"	540086,91	","	6491717,535"
481705	,	TR	,	St-Nazaire	,"	307453,337	","	6701340,252"
415893	,	ES	,	Bonnières	,"	595504,516	","	6882569,108"
772459	,	00	,	Cesseins SEI 27	,"	842935,406	","	6553525,505"
415877	,	EH	,	Val-de-Reuil	,"	570401,77	","	6910735,516"
597344	,	BV	,	St-Maur-sur-Indre	,"	595303,285	","	6634527,655"
571240	,	P5	,	ST-Pierre-des-Corps	,"	528232,624	","	6700795,069"
476606	,	SL	,	Vannes	,"	270970,775	","	6746357,875"
747535	,	BV	,	Jarrie-Vizille	,"	915743,094	","	6446582,463"
193649	,	00	,	Zetting	,"	1001916,673	","	6894391,044"
193615	,	XD	,	Sarreguemines	,"	996077,064	","	6897894,733"
193615	,	P6	,	Sarreguemines	,"	997582,698	","	6896561,457"
582833	,	00	,	St-Pierre-d'Aurillac	,"	446992,333	","	6391345,531"
271304	,	BV	,	Aubervilliers-La Courneuve	,"	654965,484	","	6869518,932"
141499	,	00	,	Messein	,"	931235,798	","	6839350,846"
313320	,	BV	,	Moreuil	,"	662192,59	","	6964367,068"
691600	,	00	,	Les Perrières	,"	711278,054	","	6656226,68"
296350	,	BP	,	Liesse-Gizy	,"	757234,851	","	6945782,383"
313668	,	64	,	Méru	,"	636798,568	","	6914898,611"
313668	,	BV	,	Méru	,"	636795,606	","	6903990,914"
393124	,	TI	,	Sèvres-Rive-Gauche	,"	642049,978	","	6858113,932"
694638	,	00	,	Galuzot	,"	801732,837	","	6616634,444"
182691	,	00	,	Staffelfelden	,"	1018973,253	","	6756078,905"
222497	,	BT	,	Longueil-Ste-Marie (TGV)	,"	678252,357	","	6916051,441"
222497	,	PR	,	Longueil-Ste-Marie (TGV)	,"	678250,652	","	6916063,226"
762120	,	00	,	Ponte-Nuovo	,"	1216712,386	","	6174168,835"
559831	,	00	,	Puy-Griou	,"	677908,041	","	6439828,647"
185108	,	PL	,	Port-d'Atelier-Amance	,"	927282,898	","	6745211,692"
185108	,	BV	,	Port-d'Atelier-Amance	,"	927826,163	","	6744405,525"
296236	,	BF	,	Honnechy	,"	733670,729	","	6995893,768"
545236	,	BV	,	Savigny-sur-Orge	,"	652199,65	","	6841798,735"
762971	,	BS	,	Grenay-PRG	,"	862449,89	","	6507243,756"
242685	,	00	,	Poste 21 Villers-en-Argonne	,"	841494,714	","	6880809,819"
757732	,	00	,	Ranguin	,"	1020640,997	","	6282509,038"
491100	,	PA	,	Pons	,"	424942,807	","	6505230,523"
726208	,	BV	,	St-Galmier-Veauche	,"	800874,715	","	6497088,344"
747493	,	00	,	Pontcharra-sur-Breda-Allevard	,"	935112,643	","	6486106,955"
681346	,	00	,	Orangis-Bois-de-l'Épine	,"	656509,15	","	6837512,829"
271247	,	BV	,	St-Ouen	,"	650337,154	","	6867462,731"
215079	,	RF	,	Reding	,"	1002306,751	","	6856731,536"
281337	,	00	,	Courghain	,"	650266,445	","	7100334,116"
116319	,	00	,	Lagny-Thorigny	,"	678289,648	","	6864717,971"
722686	,	CN	,	Salaise	,"	841235,779	","	6471933,183"
393603	,	00	,	Bourth	,"	538655,662	","	6853977,462"
182840	,	BV	,	Bantzenheim	,"	1037021,364	","	6755305,634"
182840	,	RF	,	Bantzenheim	,"	1037122,977	","	6755361,314"
721332	,	BV	,	Villefranche-sur-Saône	,"	833226,054	","	6544211,293"
116632	,	BV	,	Lizy-sur-Ourcq	,"	702330,635	","	6880210,699"
116632	,	C1	,	Lizy-sur-Ourcq	,"	704087,772	","	6883871,768"
184275	,	BV	,	Montreux-Vieux	,"	1002306,224	","	6731892,921"
696492	,	RF	,	Cercy-la-Tour	,"	749139,03	","	6639927,49"
696492	,	BC	,	Cercy-la-Tour	,"	749416,4	","	6640047,983"
696492	,	BV	,	Cercy-la-Tour	,"	749139,016	","	6639938,211"
696492	,	C1	,	Cercy-la-Tour	,"	748034,563	","	6639524,188"
671073	,	BV	,	Riscle	,"	451264,926	","	6288490,668"
396333	,	00	,	Le Theil-La Rouge	,"	528834,602	","	6798786,749"
683631	,	00	,	Vincelles	,"	747150,961	","	6733930,865"
184218	,	00	,	Valdoie	,"	987901,419	","	6736424,639"
592345	,	BV	,	St-Sulpice-Laurière	,"	582044,769	","	6550915,654"
487660	,	00	,	Chacé-Varrains	,"	467865,58	","	6684233,172"
734459	,	IT	,	Pont-de-Dore	,"	738761,618	","	6525623,91"
773002	,	PA	,	Montpellier-St-Roch	,"	770857,738	","	6277199,405"
343160	,	00	,	Beuvrages	,"	736321,075	","	7032453,693"
381574	,	FE	,	Issou-Porcheville	,"	612649,232	","	6876485,51"
395087	,	GA	,	ITE Zone Industrielle Gravière	,"	711239,195	","	6534719,037"
474510	,	00	,	Taulé-Henvic	,"	192092,348	","	6857379,487"
116483	,	00	,	Esternay	,"	741338,777	","	6848016,586"
478750	,	00	,	Port-Brillet	,"	404316,898	","	6786429,338"
637058	,	RL	,	Poste 29 Lesse	,"	956815,657	","	6877452,593"
761189	,	BV	,	La Roche-de-Glun	,"	846838,523	","	6435232,362"
722249	,	BV	,	 Irigny-Yvours	,"	842562,821	","	6510240,059"
174276	,	BV	,	Vitry-le-François	,"	816784,342	","	6847579,484"
765818	,	BV	,	Monteux	,"	859879,733	","	6328515,23"
613174	,	00	,	Dégagnac	,"	568385,866	","	6396350,45"
745646	,	A2	,	Thonon-les-Bains	,"	967870,053	","	6591677,857"
745646	,	A1	,	Thonon-les-Bains	,"	967363,948	","	6591219,678"
194001	,	FM	,	Longwy	,"	900366,646	","	6937954,449"
576215	,	00	,	Valençay	,"	590802,212	","	6674641,567"
191635	,	00	,	Sierck-les-Bains	,"	942967,812	","	6932330,599"
725820	,	00	,	Vonnas	,"	853505,899	","	6571645,559"
713636	,	SS	,	Aiserey	,"	862907,004	","	6677397,618"
613026	,	00	,	Floirac (Lot)	,"	593736,461	","	6424666,524"
762930	,	00	,	Montanay-Bif	,"	845539,868	","	6534389,073"
775502	,	00	,	Robiac	,"	789599,154	","	6353679,126"
272146	,	00	,	Les Grésillons	,"	649733,017	","	6869121,912"
696336	,	00	,	Bessay	,"	727694,27	","	6593801,318"
