codeCI,codeCH,libelleCI,XLambert93,YLambert93
775007	,	FR	,	Nîmes	,"	811987,06	","	6306409,009"
775007	,	PJ	,	Nîmes	,"	812722,754	","	6306401,842"
192047	,	AE	,	Metz-Sablon	,"	931714,824	","	6892892,28"
721282	,	P1	,	St-Germain-au-Mont-d'Or	,"	838427,775	","	6535259,711"
116517	,	A2	,	La Ferté-sous-Jouarre	,"	708830,925	","	6872282,036"
546200	,	MG	,	Orly-Ville	,"	656224,791	","	6849229,433"
481077	,	FR	,	Nantes-Blottereau	,"	358945,644	","	6690097,282"
481077	,	FE	,	Nantes-Blottereau	,"	526149,87	","	6701214,878"
481077	,	VO	,	Nantes-Blottereau	,"	526149,87	","	6701214,878"
386011	,	01	,	La Folie-Nanterre	,"	643874,149	","	6867832,966"
396002	,	TR	,	Le Mans	,"	491040,156	","	6767376,144"
543314	,	ES	,	Orgères	,"	601715,726	","	6784139,136"
476671	,	00	,	Questembert	,"	291464,543	","	6745525,103"
571836	,	IP	,	Cinq-Mars	,"	510056,925	","	6696659,537"
444208	,	JS	,	Mézidon	,"	474342,664	","	6890236,79"
476317	,	00	,	Quimperlé	,"	210637,786	","	6772419,141"
271452	,	00	,	Villepinte	,"	664299,295	","	6873790,544"
212027	,	DT	,	Strasbourg-Ville	,"	1048651,551	","	6841556,805"
271007	,	JN	,	Paris-Nord	,"	652855,485	","	6865697,963"
271007	,	DC	,	Paris-Nord	,"	652732,961	","	6866289,132"
271007	,	P6	,	Paris-Nord	,"	652613,609	","	6868230,512"
393256	,	ET	,	La Verrière	,"	624165,575	","	6851760,555"
734558	,	00	,	Pont-de-David	,"	752164,357	","	6505201,901"
713131	,	BV	,	Montbard	,"	800292,978	","	6725100,057"
487603	,	11	,	Saumur-Rive-Droite	,"	466453,137	","	6691280,813"
487603	,	12	,	Saumur-Rive-Droite	,"	473645,503	","	6688550,452"
575340	,	IC	,	Couhé-Vérac	,"	487662,882	","	6579234,575"
713651	,	V4	,	St-Jean-de-Losne	,"	869258,317	","	6670299,384"
781344	,	EP	,	Pézenas	,"	735353,585	","	6265287,404"
396309	,	BV	,	Connerré-Beillé	,"	512787,168	","	6777757,575"
581850	,	SG	,	Bassens-Ville	,"	422067,883	","	6428884,784"
581850	,	SB	,	Bassens-Ville	,"	422700,44	","	6431081,896"
393173	,	26	,	Chaville-Vélizy	,"	640722,546	","	6855718,104"
643064	,	AR	,	Poste 72 Aigné	,"	487227,552	","	6779152,252"
543058	,	DB	,	Artenay (Loiret)	,"	617633,223	","	6778652,235"
413419	,	00	,	Bolbec-Ville	,"	516772,833	","	6945026,173"
725614	,	PV	,	Sennecey-le-Grand	,"	843285,223	","	6617990,895"
725614	,	AG	,	Sennecey-le-Grand	,"	843853,759	","	6616383,874"
725614	,	ST	,	Sennecey-le-Grand	,"	846138,59	","	6611713,513"
775031	,	P1	,	Beaucaire-Marchandises	,"	830582,296	","	6302339,746"
765453	,	00	,	Le Thor	,"	860306,243	","	6316175,639"
543074	,	D1	,	Toury	,"	621378,651	","	6789062,033"
543074	,	BV	,	Toury	,"	621237,521	","	6788666,862"
194357	,	BV	,	Audun-le-Roman	,"	910033,544	","	6922408,414"
473082	,	00	,	Plénée-Jugon	,"	303686,905	","	6821969,021"
386730	,	PA	,	Aubergenville-Élisabethville	,"	616294,725	","	6875577,481"
343475	,	RF	,	Lourches	,"	724402,797	","	7024085,742"
781872	,	00	,	Bize (Aude)	,"	689624,951	","	6245941,04"
772368	,	SC	,	Poste 16 Tonnerre	,"	774205,018	","	6745090,293"
672006	,	BV	,	Pau	,"	426442,211	","	6249433,577"
683235	,	00	,	Cézy	,"	725136,833	","	6765211,24"
576025	,	00	,	Romorantin (Voie étroite)	,"	604825,925	","	6695861,511"
286286	,	BL	,	Lambersart	,"	701534,949	","	7061812,195"
673723	,	00	,	St-Jean-Pied-de-Port	,"	355238,874	","	6239130,658"
575019	,	ES	,	Grand-Pont-Garage	,"	497519,845	","	6616649,914"
615500	,	LO	,	St-Juéry	,"	636039,908	","	6316315,591"
765107	,	AS	,	Orange	,"	847514,857	","	6338740,041"
765107	,	BV	,	Orange	,"	845586,098	","	6339280,815"
765107	,	PR	,	Orange	,"	846911,777	","	6338905,771"
745000	,	FP	,	Bellegarde (Ain)	,"	917828,678	","	6560321,927"
745000	,	P2	,	Bellegarde (Ain)	,"	918257,231	","	6560758,983"
745000	,	BV	,	Bellegarde (Ain)	,"	918115,501	","	6560740,279"
185579	,	ZI	,	Gray	,"	895778,231	","	6709739,495"
673103	,	BV	,	Morcenx	,"	386831,999	","	6333862,198"
673103	,	FI	,	Morcenx	,"	386855,389	","	6333674,09"
638031	,	AL	,	Poste 64 Claix	,"	470976,462	","	6499884,451"
722561	,	RF	,	Chasse-sur-Rhône	,"	839966,729	","	6499721,235"
191015	,	FM	,	Ébange	,"	929207,291	","	6919795,1"
696005	,	ES	,	Nevers	,"	711258,067	","	6654641,811"
212381	,	ZI	,	Reichstett	,"	1051617,53	","	6848208,407"
174607	,	00	,	Avize	,"	774877,018	","	6875501,81"
396549	,	06	,	Arnage	,"	490339,234	","	6761487,809"
381418	,	CF	,	Éragny-Neuville	,"	633299,789	","	6879955,967"
576009	,	RF	,	Vierzon-Ville	,"	628690,725	","	6681206,363"
576009	,	BV	,	Vierzon-Ville	,"	628882,554	","	6681139,359"
672337	,	BV	,	Peyrehorade	,"	367437,528	","	6280640,148"
575787	,	LO	,	Bossay	,"	545067,909	","	6638426,162"
396572	,	E1	,	Aubigné-Racan	,"	496446,223	","	6734618,482"
694851	,	00	,	St-Agnan	,"	767423,034	","	6600537,528"
575365	,	IC	,	St-Saviol	,"	485463,142	","	6565018,736"
381111	,	TI	,	Pont-Cardinet	,"	649069,27	","	6866085,589"
381111	,	RA	,	Pont-Cardinet	,"	649342,892	","	6865800,884"
765206	,	3G	,	Sorgues-Châteauneuf-du-Pape	,"	850099,803	","	6323637,809"
581595	,	BL	,	Cenon	,"	420730,518	","	6424983,155"
295006	,	US	,	Maubeuge	,"	767792,816	","	7019192,86"
295006	,	BV	,	Maubeuge	,"	769124,92	","	7019821,686"
751537	,	00	,	Pourcieux	,"	925464,63	",	6267625
214213	,	00	,	Dambach-la-Ville	,"	1028641,391	","	6811596,281"
671016	,	00	,	Mont-de-Marsan	,"	418471,651	","	6315769,628"
196683	,	00	,"	Sémaphores 6,7I/6,7P	","	849890,59	","	6407973,477"
474155	,	71	,	Rosporden	,"	189747,934	","	6784391,305"
755447	,	V3	,	Les Arcs-Draguignan	,"	981554,478	","	6267910,171"
582494	,	S4	,	Bif de Lamothe	,"	382822,781	","	6399527,168"
381145	,	00	,	Osny	,"	631149,099	","	6885196,798"
171645	,	00	,	Sept-Saulx	,"	791705,233	","	6895325,154"
595744	,	BV	,	Le Bugue	,"	537638,689	","	6425072,353"
281931	,	P9	,	Dunkerque-Ferry	,"	643687,966	","	7101161,002"
713347	,	PV	,	Auxonne	,"	879905,265	","	6679676,278"
713347	,	00	,	Auxonne	,"	879965,884	","	6679628,946"
411215	,	BV	,	St-Étienne-du-Rouvray	,"	562692,383	","	6921378,371"
571794	,	11	,	Port-Boulet	,"	479075,153	","	6687757,429"
571794	,	91	,	Port-Boulet	,"	485653,97	","	6686930,309"
722587	,	PU	,	Vienne	,"	845948,226	","	6492545,084"
645507	,	PA	,	Neussargues	,"	698691,084	","	6447309,523"
396192	,	AR	,	La Milesse-La Bazoge	,"	485689,235	","	6780141,922"
296244	,	MA	,	Busigny	,"	732206,708	","	6994060,487"
296244	,	GP	,	Busigny	,"	732087,935	","	6993795,368"
581876	,	EB	,	La Chapelle-d'Ambès	,"	421593,784	","	6438491,926"
171595	,	A2	,	Rilly-la-Montagne	,"	775909,347	","	6898192,487"
171595	,	BV	,	Rilly-la-Montagne	,"	775918,647	","	6896802,688"
25196	,	WD	,	Perl	,"	944261,529	","	6935173,8"
775403	,	EP	,	Lédenon	,"	822799,383	","	6311970,031"
745166	,	00	,	Sous-Péron	,"	925932,139	","	6569602,517"
545293	,	2M	,	Vitry-sur-Seine	,"	656390,858	","	6854939,393"
545293	,	RB	,	Vitry-sur-Seine	,"	656620,286	","	6853676,764"
313551	,	00	,	Cires-lès-Mello	,"	653435,72	","	6908171,702"
775072	,	BV	,	St-Césaire	,"	806854,298	","	6302513,265"
308882	,	EP	,"	Km 6,9	","	715045,225	","	6654232,957"
723700	,	SG	,	Sathonay-Rillieux	,"	846359,006	","	6526690,219"
742122	,	00	,	Modane-Berchette	,"	980742,674	","	6462568,602"
447649	,	BC	,	Folligny	,"	377063,564	","	6867479,319"
752808	,	TR	,	Marseille-Maritime-Arenc	,"	891610,668	","	6250011,152"
752808	,	P2	,	Marseille-Maritime-Arenc	,"	891763,286	","	6249745,627"
752808	,	P1	,	Marseille-Maritime-Arenc	,"	891453,717	","	6250304,83"
396408	,	BC	,	Sablé	,"	448916,151	","	6753868,244"
643031	,	CV	,	Poste 73 Poillé-sur-Vègre	,"	457369,915	","	6761617,94"
171769	,	S2	,	Coucy-lès-Eppes	,"	757246,168	","	6939501,601"
474270	,	00	,	Landivisiau	,"	177254,388	","	6845200,807"
713107	,	00	,	Darcey (Côte-d'Or)	,"	817084,5	","	6715787,636"
235317	,	EB	,	Ravezies	,"	415429,069	","	6426712,705"
755611	,	00	,	La Crau	,"	949762,957	","	6232145,268"
694364	,	00	,	St-Léger-sur-Dheune	,"	824077,973	","	6639975,423"
694364	,	C1	,	St-Léger-sur-Dheune	,"	822928,434	","	6638871,137"
574897	,	EC	,	St-Aignan-Noyers	,"	576172,658	","	6689822,561"
781534	,	00	,	Montpaon	,"	708818,516	","	6307721,291"
741603	,	00	,	Fréterive	,"	950954,982	","	6503497,123"
394130	,	M1	,	Maintenon	,"	596530,489	","	6833436,612"
394130	,	EV	,	Maintenon	,"	596207,785	","	6832520,799"
394130	,	IP	,	Maintenon	,"	596345,284	","	6833138,549"
641316	,	00	,	Pontgibaud	,"	688026,781	","	6524601,199"
413344	,	MS	,	Bréauté-Beuzeville	,"	513724,247	","	6948053,221"
613299	,	VS	,	Salles-la-Source	,"	662527,337	","	6369534,394"
172205	,	71	,	Launois	,"	810125,232	","	6949999,036"
142000	,	AO	,	Chaumont	,"	858100,571	","	6781026,608"
142000	,	S6	,	Chaumont	,"	855401,757	","	6782317,455"
142000	,	BF	,	Chaumont	,"	857110,19	","	6781143,864"
142000	,	E2	,	Chaumont	,"	854986,421	","	6781351,288"
142000	,	MI	,	Chaumont	,"	852466,474	","	6780018,295"
484386	,	BV	,	Varades-St-Florent-le-Vieil	,"	396800,846	","	6704837,685"
586495	,	EC	,	Sauveterre-la-Lémance	,"	543131,36	","	6390637,507"
741223	,	BB	,	St-Pierre-d'Albigny	,"	947746,627	","	6500952,295"
741223	,	BA	,	St-Pierre-d'Albigny	,"	947739,896	","	6500949,728"
761544	,	TR	,	La Voulte-sur-Rhône	,"	841446,324	","	6413736,686"
485359	,	00	,	Prissé-la-Charrière	,"	430462,405	","	6567391,597"
382481	,	BV	,	St-Nom-la-Bretêche-Forêt-de-Ma	,"	630383,947	","	6863478,415"
182410	,	EP	,	Cernay (Haut-Rhin)	,"	1013858,529	","	6752079,816"
338525	,	00	,	Krimmeri-Meinau	,"	1050429,038	","	6839847,629"
471235	,	SI	,	Avessac	,"	327367,374	","	6741211,186"
184267	,	00	,	Petit-Croix	,"	1000003,243	","	6730889,696"
174003	,	BV	,	Châlons-en-Champagne	,"	798787,029	","	6873657,124"
597146	,	BV	,	Celon	,"	585409,708	","	6603117,051"
582692	,	BV	,	St-Médard-d'Eyrans	,"	422554,959	","	6407993,803"
192435	,	AO	,	Onville	,"	917018,957	","	6883313,876"
192435	,	BV	,	Onville	,"	917952,011	","	6883373,175"
672741	,	BV	,	St-Christau-Lurbe	,"	406537,148	","	6231319,288"
726000	,	CV	,	St-Étienne-Châteaucreux	,"	810305,748	","	6483705,312"
726000	,	5C	,	St-Étienne-Châteaucreux	,"	689394,493	","	6715638,981"
726000	,	FR	,	St-Étienne-Châteaucreux	,"	809659,163	","	6483595,796"
171538	,	00	,	Port-à-Binson-Châtillon	,"	755677,961	","	6887224,571"
141655	,	00	,	Bouzanville-Boulaincourt	,"	928759,339	","	6812342,118"
765008	,	DP	,	Avignon	,"	845489,348	","	6317539,925"
175091	,	EP	,	Joinville (Haute-Marne)	,"	859291,661	","	6819514,502"
399014	,	RA	,	Poste 13 St-Arnoult	,"	649495,047	","	6859556,938"
271866	,	RF	,	Ciry-Sermoise	,"	733970,044	","	6919063,672"
271866	,	EP	,	Ciry-Sermoise	,"	733661,108	","	6919272,502"
447284	,	00	,	Valognes	,"	375529,9	","	6943215,967"
318998	,	RC	,	Poste 64 Senas	,"	865276,698	","	6301552,042"
192088	,	E3	,	Woippy	,"	930167,822	","	6900019,959"
192088	,	EF	,	Woippy	,"	932037,003	","	6900664,58"
192088	,	AM	,	Woippy	,"	930319,667	","	6903367,121"
192088	,	FD	,	Woippy	,"	930335,994	","	6903243,606"
192088	,	94	,	Woippy	,"	930210,298	","	6900653,732"
411462	,	65	,	Sommery	,"	587389,994	","	6948610,009"
411462	,	00	,	Sommery	,"	586937,545	","	6948931,355"
576454	,	EU	,	Nérondes	,"	686764,521	","	6654288,057"
576454	,	BV	,	Nérondes	,"	686518,736	","	6655494,462"
318980	,	PR	,	Poste 60 Piolenc	,"	838831,607	","	6341981,285"
571828	,	52	,	Langeais	,"	498905,337	","	6692033,377"
004655	,	00	,	Sémaphore 632	,"	883145,37	","	6607528,637"
182139	,	XS	,	St-Louis (Haut-Rhin)	,"	1043064,009	","	6729795,233"
182139	,	P2	,	St-Louis (Haut-Rhin)	,"	1041910,28	","	6731278,4"
691436	,	00	,	Garchizy	,"	706529,879	","	6660308,402"
611368	,	00	,	Saverdun	,"	583842,524	","	6238847,328"
781054	,	BV	,	Gruissan-Tournebelle	,"	702453,201	","	6224478,897"
481051	,	ES	,	Chantenay	,"	351315,52	","	6687423,155"
481051	,	00	,	Chantenay	,"	352298,117	","	6687528,379"
447243	,	00	,	Carentan	,"	391551,698	","	6919637,102"
742320	,	FH	,	St-Jean-de-Maurienne-Arvan	,"	963027,628	","	6471377,882"
485490	,	21	,	St-Maixent (Deux-Sèvres)	,"	453994,695	","	6594138,574"
144352	,	BV	,	Gironcourt-Houécourt	,"	916556,519	","	6805132,106"
697292	,	00	,	Épinay-sur-Seine TT	,"	648872,659	","	6872926,519"
745414	,	EP	,	Valleiry	,"	929536,423	","	6561097,887"
393009	,	18	,	Versailles-Chantiers	,"	635406,948	","	6855051,704"
393009	,	BM	,	Versailles-Chantiers	,"	634971,355	","	6855155,147"
745737	,	A2	,	Charix-Lalleyriat	,"	907789,508	","	6566285,624"
182709	,	BV	,	Bollwiller	,"	1018973,253	","	6759314,637"
713339	,	RV	,	Villers-les-Pots	,"	873953,462	","	6681843,973"
595223	,	00	,	Razac	,"	511421,829	","	6454729,033"
191973	,	XL	,	Zoufftgen (IE)	,"	925284,389	","	6934709,577"
611707	,	ES	,	Escalquens	,"	582708,367	","	6268371,042"
182402	,	00	,	Ranspach	,"	999800,901	","	6761089,245"
381855	,	BC	,	Argenteuil-Triage	,"	643977,028	","	6872586,912"
381855	,	EA	,	Argenteuil-Triage	,"	639325,814	","	6870692,815"
381855	,	LO	,	Argenteuil-Triage	,"	644820,28	","	6873147,038"
171512	,	A2	,	Dormans	,"	745092,846	","	6885364,743"
214148	,	E1	,	Erstein	,"	1042821,37	","	6823300,811"
118133	,	FM	,	Châtres (Aube)	,"	760209,666	","	6822809,358"
645002	,	BV	,	Aurillac	,"	655515,301	","	6424839,843"
775171	,	AG	,	La Bastide-St-Laurent-les-Bain	,"	771657,315	","	6388173,074"
142521	,	BV	,	Veuxhaulles	,"	834362,559	","	6761218,229"
215160	,	TU	,	Lutzelbourg	,"	1015706,104	","	6856229,649"
215160	,	FP	,	Lutzelbourg	,"	1012237,913	","	6855880,052"
343418	,	S4	,	Prouvy-Thiant	,"	732511,687	","	7024255,317"
478560	,	SP	,	Voutré	,"	456105,406	","	6786717,316"
478560	,	BV	,	Voutré	,"	455069,206	","	6786637,936"
762336	,	SM	,	Montesoro	,"	1228327,598	","	6195539,499"
394254	,	SI	,	La Loupe	,"	551634,525	","	6820689,774"
415828	,	EP	,	Étrépagny	,"	598305,018	","	6912343,317"
141051	,	00	,	Fontenoy-sur-Moselle	,"	919297,912	","	6849949,877"
438218	,	HL	,	Chamiers	,"	518906,767	","	6457833,687"
486019	,	BF	,	La Roche-sur-Yon	,"	361073,55	","	6629566,457"
571406	,	BV	,	Montbazon	,"	527820,855	","	6690417,208"
393058	,	BV	,	Champ-de-Mars-Tour-Eiffel	,"	647891,759	","	6862070,398"
988709	,	00	,	Remise-à-Jorelle	,"	662300,134	","	6865995,923"
574442	,	BV	,	Azay-sur-Cher	,"	538514,237	","	6698277,656"
574442	,	PA	,	Azay-sur-Cher	,"	538771,089	","	6698193,604"
314963	,	BF	,	Poste 71 Saze	,"	837910,73	","	6316704,177"
575522	,	00	,	Avanton-Pache	,"	493085,921	","	6621543,835"
781518	,	00	,	St-Jean-et-St-Paul	,"	704432,827	","	6314075,401"
562421	,	00	,	Aulnat-Aéroport	,"	712506,202	","	6521394,302"
415448	,	00	,	Montfort-St-Philbert	,"	529748,36	","	6912973,864"
751370	,	25	,	Meyrargues	,"	905614,361	","	6288519,694"
584193	,	00	,	Ste-Foy-la-Grande	,"	480462,108	","	6419149,714"
276469	,	DA	,	Persan-Beaumont	,"	651611,887	","	6895328,962"
721324	,	00	,	Anse	,"	833243,199	","	6539190,429"
576884	,	IC	,	Villefranche-sur-Cher	,"	604459,714	","	6689029,396"
755769	,	BS	,	Les Censies	,"	943236,664	","	6260639,424"
296327	,	EP	,	Athies-sous-Laon	,"	751462,252	","	6943218,022"
485615	,	ES	,	Fontenay-le-Comte	,"	410593,693	","	6601602,813"
672139	,	SE	,	Coarraze-Nay	,"	436309,369	","	6236859,089"
763326	,	00	,	Montmaur	,"	929250,306	","	6388759,684"
575399	,	EC	,	Trogues	,"	509607,012	","	6671397,787"
595736	,	00	,	Les Eyzies	,"	542903,118	","	6428862,207"
784439	,	BS	,	Lapradelle	,"	643749,601	","	6190378,877"
214833	,	EP	,	Lièpvre	,"	1020706,008	","	6805446,762"
681007	,	BM	,	Corbeil-Essonnes	,"	660819,268	","	6834501,428"
415885	,	00	,	Rosny-sur-Seine	,"	599763,308	","	6878366,123"
473264	,	00	,	Landébia	,"	306498,761	","	6836281,923"
586263	,	BV	,	Lectoure	,"	508523,87	","	6317551,939"
575068	,	IC	,	Maillé	,"	516577,804	","	6663856,267"
741678	,	00	,	La Bâthie	,"	968201,452	","	6509711,778"
276568	,	00	,	Viarmes	,"	653912,089	","	6890963,591"
615799	,	BV	,	Revel-Sorèze	,"	619026,987	","	6263154,784"
576181	,	00	,	Les Quatre-Roues	,"	602015,139	","	6693258,466"
575084	,	BV	,	Loudun	,"	478474,319	","	6661417,953"
215483	,	00	,	Schopperten	,"	996932,101	","	6879399,911"
571000	,	PO	,	Tours	,"	526437,372	","	6700791,708"
276717	,	00	,	Bornel-Belle-Église	,"	642200,437	","	6899713,753"
611749	,	EC	,	Auch	,"	508121,436	","	6298600,856"
773861	,	RF	,	Vendargues	,"	777880,296	","	6285147,794"
571885	,	EB	,	Joué-lès-Tours	,"	521828,447	","	6696189,728"
411256	,	SP	,	Malaunay-Le Houlme	,"	558673,263	","	6934754,04"
141291	,	17	,	Neufchâteau	,"	898900,328	","	6809409,279"
635581	,	00	,	La Barasse	,"	901693,24	","	6246156,983"
286310	,	00	,	Sequedin	,"	699129,071	","	7058739,399"
745497	,	BV	,	Annemasse	,"	949524,449	","	6571764,451"
745497	,	P1	,	Annemasse	,"	949387,654	","	6571646,155"
745497	,	J1	,	Annemasse	,"	949233,078	","	6571508,927"
696427	,	BV	,	Dompierre-Sept-Fons	,"	751766,165	","	6603155,09"
193383	,	RH	,	Herny	,"	953352,872	","	6883261,19"
193383	,	RP	,	Herny	,"	951986,527	","	6879157,28"
673004	,	BM	,	Bayonne	,"	338602,011	","	6275525,392"
172130	,	BV	,	Givet	,"	830078,464	","	7006242,016"
747584	,	00	,	St-Martin-de-la-Cluze	,"	908767,335	","	6435925,754"
860841	,	AQ	,	L'Île-Rousse	,"	1187446,392	","	6188850,485"
775064	,	BV	,	Manduel-Redessan	,"	819007,711	","	6304151,317"
471615	,	BV	,	La Selle-en-Luitré	,"	392353,941	","	6809419,974"
753418	,	BV	,	Istres	,"	860163,122	","	6270494,377"
396044	,	00	,	Montbizot	,"	491141,893	","	6787156,089"
175257	,	00	,	Commercy	,"	890226,159	","	6854875,937"
381459	,	BV	,	Conflans-Fin-d'Oise	,"	632291,339	","	6877125,452"
214551	,	00	,	Dachstein	,"	1034394,001	","	6836546,06"
722322	,	00	,	Ste-Colombe-les-Vienne-St-Roma	,"	845540,199	","	6493705,742"
590828	,	GA	,	Suce-sur-Erdre	,"	358364,76	","	6703795,092"
613331	,	00	,	Montpezat	,"	580647,102	","	6353297,241"
929281	,	SN	,	Lavalduc	,"	858115,933	","	6265830,797"
929281	,	FP	,	Lavalduc	,"	854759,158	","	6265914,118"
645275	,	00	,	Jaleyrac-Sourniac	,"	649937,31	","	6463991,904"
643098	,	CV	,	Poste 78 St-Cyr-le-Gravelais	,"	404574,095	","	6777193,082"
242727	,	00	,	Poste 24 Prény	,"	915363,813	","	6878218,803"
641878	,	00	,	Létrade	,"	660484,483	","	6531777,578"
784710	,	00	,	Joncet	,"	643363,533	","	6162667,72"
783324	,	00	,	Banassac-La Canourgue	,"	715617,192	","	6372076,53"
476507	,	BV	,	Pluvigner	,"	249373,515	","	6757804,548"
576264	,	EB	,	La Chapelle-St-Ursin-Morthomie	,"	647926,764	","	6664901,308"
476770	,	00	,	Drefféac	,"	319953,712	","	6721257,603"
743534	,	00	,	Oyonnax	,"	904327,593	","	6576730,518"
171264	,	AR	,	Trois-Puits	,"	775563,522	","	6902672,92"
212068	,	JE	,	Strasbourg-Neudorf	,"	1050756,116	","	6839614,661"
763342	,	00	,	La Freissinouse	,"	938255,095	","	6387300,978"
271205	,	BV	,	Gennevilliers	,"	649247,059	","	6870654,548"
115881	,	P4	,	Grandpuits	,"	696739,533	","	6832597,377"
574319	,	IC	,	Onzain	,"	565787,008	","	6712588,831"
394874	,	EB	,	Gallardon-Pont	,"	603188,405	","	6824793,751"
394874	,	ES	,	Gallardon-Pont	,"	602881,803	","	6825000,393"
684290	,	00	,	Gien	,"	672755,694	","	6733228,127"
381657	,	EI	,	Achères-Ville	,"	632487,333	","	6874425,282"
775825	,	BV	,	Le Cailar	,"	799594,407	","	6287916,745"
762963	,	TV	,	Poste 44 Grenay	,"	863235,71	","	6502823,033"
111823	,	PR	,	Poste 74 Jablines	,"	682147,533	","	6868245,076"
671339	,	BV	,	Lourdes	,"	452212,322	","	6227137,458"
671339	,	PI	,	Lourdes	,"	451626,639	","	6227072,373"
753509	,	BV	,	Martigues	,"	864180,811	","	6256965,998"
753509	,	NA	,	Martigues	,"	863536,907	","	6255058,865"
171553	,	EQ	,	Épernay	,"	770516,961	","	6883192,905"
281188	,	PR	,	Wannehain	,"	718783,631	","	7053012,154"
423855	,	00	,	Cougnala	,"	383889,894	","	6316496,063"
755629	,	BV	,	Hyères	,"	954427,946	","	6228306,36"
241760	,	AN	,	Triangle d'Ostricourt	,"	701251,59	","	7039681,23"
141002	,	JT	,	Nancy-Ville	,"	934323,302	","	6847267,437"
213611	,	EP	,	Bischwiller (Bas-Rhin)	,"	1055425,654	","	6863455,768"
745422	,	A2	,	Viry	,"	934021,218	","	6562815,043"
144121	,	00	,	Xertigny	,"	951511,205	","	6777861,655"
746826	,	00	,	Les Praz-de-Chamonix	,"	1001170,801	","	6545229,184"
207092	,	00	,	Poste 53 Crest	,"	857058,314	","	6405774,458"
743302	,	BV	,	Ceyzériat	,"	879368,351	","	6567474,856"
444711	,	BV	,	Alençon	,"	485475,53	","	6818792,075"
597047	,	00	,	Diou (Indre)	,"	626608,452	","	6660931,226"
773515	,	BV	,	Villeneuve-lès-Maguelone	,"	768713,129	","	6272001,415"
641449	,	00	,	Durtol-Nohanent	,"	703792,299	","	6521671,306"
615328	,	00	,	Rabastens-Couffouleux	,"	597927,426	","	6303133,654"
113746	,	VC	,	Nogent-Le Perreux	,"	662786,169	","	6860483,012"
313619	,	HT	,	Bresles	,"	646017,942	","	6924166,058"
185595	,	BV	,	Luxeuil-les-Bains	,"	952308,903	","	6751462,609"
575043	,	SI	,	Villeperdue	,"	520345,607	","	6678055,508"
116699	,	EP	,	Oulchy-Breny	,"	724008,269	","	6899255,321"
394437	,	00	,	Illiers-Combray	,"	569874,4	","	6801880,947"
581710	,	00	,	Parempuyre	,"	414597,159	","	6433722,165"
207100	,	SG	,	Poste 54 Bonlieu Roubion	,"	841537,566	","	6379879,063"
753541	,	EP	,	La Couronne-Carro	,"	864611,131	","	6253497,836"
444067	,	00	,	Bayeux	,"	430891,439	","	6914073,842"
485193	,	20	,	Aigrefeuille-Le Thou	,"	395571,095	","	6562076,986"
118257	,	EP	,	Vendeuvre (Aube)	,"	803692,024	","	6793139,773"
118257	,	BV	,	Vendeuvre (Aube)	,"	808940,936	","	6794340,938"
696260	,	RF	,	Saincaize	,"	705449,583	","	6647941,532"
696260	,	AS	,	Saincaize	,"	705257,255	","	6646166,169"
694109	,	PK	,	Le Creusot-Montceau-Montchanin	,"	814288,46	","	6632728,866"
694109	,	00	,	Le Creusot-Montceau-Montchanin	,"	814497,141	","	6630548,812"
694109	,	SL	,	Le Creusot-Montceau-Montchanin	,"	815306,4	","	6627654,856"
746875	,	00	,	Vallorcine	,"	1004072,522	","	6555645,989"
571240	,	SC	,	St-Pierre-des-Corps 	,"	522198,146	","	6700230,711"
592881	,	BV	,	Exideuil-sur-Vienne	,"	519089,971	","	6534514,698"
715227	,	00	,	Les Longevilles-Rochejean	,"	952190,719	","	6633325,687"
700153	,	00	,	Joncherey	,"	1000848,34	","	6721448,604"
295063	,	EM	,	Hirson	,"	778178,677	","	6980301,531"
694703	,	00	,	Lugny-lès-Charolles	,"	792538,795	","	6590567,631"
241109	,	WB	,	Bruxelles-Midi	,"	734332,496	","	7045602,887"
765255	,	BV	,	Le Pontet	,"	849152,387	","	6320495,478"
586180	,	PA	,	St-Nicolas-St-Romain	,"	514714,777	","	6344031,128"
546002	,	40	,	Rungis (MIN)	,"	652857,796	","	6849365,343"
171462	,	BV	,	Bazancourt	,"	785437,927	","	6918736,073"
485250	,	BV	,	Mauzé	,"	416811,663	","	6573243,296"
718833	,	00	,	Mouchard	,"	912857,467	","	6656665,421"
182279	,	BV	,	Ribeauvillé	,"	1025005,662	","	6796405,584"
182279	,	2B	,	Ribeauvillé	,"	1024551,471	","	6795267,538"
313817	,	00	,	Longroy-Gamaches	,"	596094,682	","	6988007,988"
276493	,	BV	,	Montsoult-Maffliers	,"	650488,881	","	6885341,962"
345306	,	00	,	Montigny-en-Ostrevent	,"	713417,901	","	7029307,705"
381418	,	CA	,	Eragny-Neuville	,"	632248,473	","	6878779,616"
393553	,	SP	,	Nonancourt	,"	569259,576	","	6853285,019"
313197	,	N1	,	Montières	,"	648380,832	","	6981372,543"
641571	,	00	,	Noyant-d'Allier	,"	709299,52	","	6597766,028"
004663	,	00	,	Évitement d'Orbagna	,"	887051,038	","	6612343,461"
723254	,	00	,	Lyon-St-Clair	,"	844641,437	","	6522953,157"
571612	,	00	,	Druye	,"	513696,92	","	6692469,671"
271023	,	00	,	Paris-Nord-Souterraine	,"	652782,279	","	6864817,36"
721175	,	PK	,	Lyon-Gorge-de-Loup	,"	841637,857	","	6520149,404"
